freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.063e+02,6.773e+02,5.440e+01,8.380e+02
1.6,1.406e+02,4.684e+02,2.212e+02,8.302e+02
3.1,1.164e+02,1.623e+02,2.526e+02,5.312e+02
4.7,1.158e+02,5.997e+02,2.431e+02,9.585e+02
6.2,1.152e+02,1.805e+03,2.609e+02,2.181e+03
7.8,1.103e+02,2.200e+03,2.381e+02,2.548e+03
9.3,9.917e+01,2.821e+03,2.476e+02,3.168e+03
10.9,1.069e+02,3.920e+03,2.622e+02,4.289e+03
12.4,1.180e+02,5.174e+03,2.523e+02,5.544e+03
14.0,1.106e+02,6.918e+03,2.494e+02,7.278e+03
15.5,1.008e+02,8.856e+03,2.394e+02,9.196e+03
17.1,1.111e+02,1.128e+04,2.479e+02,1.164e+04
18.6,1.218e+02,1.404e+04,2.399e+02,1.440e+04
20.2,1.517e+02,1.767e+04,2.457e+02,1.806e+04
21.7,1.849e+02,2.308e+04,2.467e+02,2.351e+04
23.3,2.857e+02,2.991e+04,2.662e+02,3.046e+04
24.8,2.430e+02,3.767e+04,2.688e+02,3.818e+04
26.4,2.898e+02,4.654e+04,2.933e+02,4.712e+04
27.9,4.131e+02,6.041e+04,2.982e+02,6.112e+04
29.5,6.798e+02,8.408e+04,3.121e+02,8.507e+04
31.0,1.279e+03,1.225e+05,3.682e+02,1.241e+05
32.6,2.413e+03,1.888e+05,5.167e+02,1.917e+05
34.1,5.356e+03,3.339e+05,7.931e+02,3.400e+05
35.7,2.689e+04,8.237e+05,2.813e+03,8.534e+05
37.2,1.122e+05,1.770e+06,8.135e+03,1.890e+06
38.8,1.731e+05,1.959e+06,1.104e+04,2.143e+06
40.3,1.387e+05,1.379e+06,1.035e+04,1.528e+06
41.9,9.169e+04,1.026e+06,8.807e+03,1.127e+06
43.4,6.587e+04,8.460e+05,7.846e+03,9.198e+05
45.0,5.928e+04,7.474e+05,6.440e+03,8.132e+05
46.5,6.164e+04,6.339e+05,4.912e+03,7.004e+05
48.1,6.338e+04,5.156e+05,4.326e+03,5.833e+05
49.6,6.429e+04,4.477e+05,4.786e+03,5.168e+05
51.2,6.538e+04,4.058e+05,5.191e+03,4.764e+05
52.7,7.881e+04,3.779e+05,5.388e+03,4.621e+05
54.3,1.160e+05,3.675e+05,6.007e+03,4.894e+05
55.8,1.656e+05,3.365e+05,6.383e+03,5.086e+05
57.4,2.066e+05,2.767e+05,8.023e+03,4.913e+05
58.9,2.312e+05,2.092e+05,1.806e+04,4.585e+05
60.5,2.291e+05,1.520e+05,3.480e+04,4.160e+05
62.0,2.110e+05,1.218e+05,4.370e+04,3.765e+05
63.6,1.747e+05,1.052e+05,3.818e+04,3.180e+05
65.2,1.462e+05,9.440e+04,2.709e+04,2.677e+05
66.7,1.355e+05,7.874e+04,2.016e+04,2.344e+05
68.3,1.202e+05,6.168e+04,2.176e+04,2.037e+05
69.8,9.645e+04,4.997e+04,1.357e+04,1.600e+05
71.4,8.237e+04,4.103e+04,1.044e+04,1.338e+05
72.9,7.812e+04,3.244e+04,7.884e+03,1.184e+05
74.5,8.079e+04,2.807e+04,5.825e+03,1.147e+05
76.0,7.196e+04,2.628e+04,4.334e+03,1.026e+05
77.6,6.066e+04,2.802e+04,2.238e+03,9.092e+04
79.1,5.060e+04,3.428e+04,1.065e+03,8.594e+04
80.7,3.804e+04,3.745e+04,1.117e+03,7.660e+04
82.2,2.825e+04,3.748e+04,2.237e+03,6.796e+04
83.8,2.247e+04,4.076e+04,4.209e+03,6.744e+04
85.3,1.799e+04,4.373e+04,6.287e+03,6.801e+04
86.9,1.398e+04,4.482e+04,5.348e+03,6.414e+04
88.4,1.012e+04,4.368e+04,4.478e+03,5.828e+04
90.0,6.963e+03,3.906e+04,2.994e+03,4.902e+04
91.5,5.022e+03,3.246e+04,1.722e+03,3.921e+04
93.1,4.988e+03,2.858e+04,1.322e+03,3.489e+04
94.6,4.869e+03,2.398e+04,1.733e+03,3.058e+04
96.2,4.325e+03,1.832e+04,2.058e+03,2.470e+04
97.7,3.529e+03,1.388e+04,2.297e+03,1.970e+04
99.3,2.723e+03,9.792e+03,2.434e+03,1.495e+04
100.8,2.346e+03,6.567e+03,1.745e+03,1.066e+04
102.4,2.524e+03,3.945e+03,2.044e+03,8.514e+03
103.9,3.344e+03,1.556e+03,4.446e+03,9.346e+03
105.5,4.049e+03,7.110e+02,8.155e+03,1.291e+04
107.0,4.172e+03,1.428e+03,1.003e+04,1.563e+04
108.6,4.011e+03,3.318e+03,1.036e+04,1.769e+04
110.1,4.592e+03,4.740e+03,9.769e+03,1.910e+04
111.7,4.372e+03,3.775e+03,9.231e+03,1.738e+04
113.2,3.683e+03,4.063e+03,8.590e+03,1.634e+04
114.8,3.197e+03,4.208e+03,7.836e+03,1.524e+04
116.3,2.760e+03,3.683e+03,6.952e+03,1.340e+04
117.9,2.557e+03,2.571e+03,6.304e+03,1.143e+04
119.4,2.462e+03,1.951e+03,5.449e+03,9.863e+03
121.0,2.463e+03,2.152e+03,4.995e+03,9.610e+03
122.5,2.548e+03,2.441e+03,4.626e+03,9.614e+03
124.1,2.586e+03,2.877e+03,3.869e+03,9.332e+03
