freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.324e+01,1.915e+01,6.301e+02,6.625e+02
1.6,4.981e+01,7.239e+01,4.697e+02,5.919e+02
3.1,6.024e+01,8.743e+01,1.537e+02,3.013e+02
4.7,6.558e+01,8.784e+01,5.431e+02,6.966e+02
6.2,7.074e+01,9.536e+01,1.524e+03,1.691e+03
7.8,7.597e+01,9.323e+01,1.985e+03,2.155e+03
9.3,6.958e+01,8.921e+01,2.698e+03,2.857e+03
10.9,6.892e+01,9.355e+01,3.746e+03,3.908e+03
12.4,6.478e+01,9.553e+01,4.926e+03,5.086e+03
14.0,6.494e+01,1.021e+02,6.171e+03,6.338e+03
15.5,6.889e+01,9.860e+01,7.601e+03,7.769e+03
17.1,7.535e+01,9.224e+01,9.528e+03,9.695e+03
18.6,1.027e+02,9.319e+01,1.162e+04,1.181e+04
20.2,1.238e+02,1.018e+02,1.347e+04,1.370e+04
21.7,8.566e+01,1.032e+02,1.526e+04,1.545e+04
23.3,7.668e+01,1.078e+02,1.772e+04,1.790e+04
24.8,7.348e+01,1.151e+02,2.051e+04,2.070e+04
26.4,7.893e+01,1.156e+02,2.364e+04,2.383e+04
27.9,6.938e+01,1.120e+02,2.783e+04,2.801e+04
29.5,6.811e+01,1.167e+02,3.253e+04,3.272e+04
31.1,7.656e+01,1.367e+02,3.774e+04,3.795e+04
32.6,8.444e+01,1.495e+02,4.404e+04,4.428e+04
34.2,8.371e+01,1.603e+02,5.194e+04,5.218e+04
35.7,8.458e+01,1.857e+02,6.163e+04,6.190e+04
37.3,8.764e+01,2.338e+02,7.184e+04,7.216e+04
38.8,8.362e+01,2.752e+02,8.409e+04,8.445e+04
40.4,9.595e+01,3.091e+02,1.011e+05,1.015e+05
41.9,9.112e+01,3.694e+02,1.234e+05,1.239e+05
43.5,9.370e+01,4.826e+02,1.535e+05,1.541e+05
45.0,1.135e+02,6.079e+02,1.952e+05,1.959e+05
46.6,1.278e+02,8.460e+02,2.542e+05,2.552e+05
48.1,1.531e+02,1.296e+03,3.496e+05,3.511e+05
49.7,2.732e+02,2.399e+03,5.146e+05,5.172e+05
51.2,9.319e+02,5.071e+03,8.002e+05,8.062e+05
52.8,4.381e+03,9.649e+03,1.332e+06,1.346e+06
54.3,7.485e+03,8.674e+03,2.178e+06,2.194e+06
55.9,5.798e+03,4.807e+03,2.949e+06,2.960e+06
57.5,7.496e+03,5.032e+03,3.043e+06,3.056e+06
59.0,1.488e+04,4.769e+03,2.462e+06,2.481e+06
60.6,1.875e+04,2.490e+03,1.739e+06,1.760e+06
62.1,1.495e+04,2.123e+03,1.225e+06,1.242e+06
63.7,8.081e+03,4.699e+03,8.844e+05,8.971e+05
65.2,3.622e+03,6.612e+03,6.247e+05,6.349e+05
66.8,1.748e+03,6.664e+03,4.450e+05,4.534e+05
68.3,7.754e+02,4.138e+03,3.427e+05,3.476e+05
69.9,1.815e+02,2.435e+03,2.556e+05,2.582e+05
71.4,1.580e+02,1.858e+03,1.860e+05,1.880e+05
73.0,2.379e+02,2.236e+03,1.330e+05,1.355e+05
74.5,3.260e+02,2.232e+03,9.301e+04,9.556e+04
76.1,6.807e+02,1.716e+03,6.220e+04,6.460e+04
77.6,1.392e+03,1.543e+03,4.040e+04,4.334e+04
79.2,2.233e+03,1.889e+03,2.878e+04,3.290e+04
80.7,2.551e+03,2.607e+03,3.740e+04,4.255e+04
82.3,1.791e+03,3.287e+03,8.605e+04,9.112e+04
83.8,6.302e+02,2.356e+03,1.452e+05,1.482e+05
85.4,6.791e+02,8.016e+02,1.449e+05,1.463e+05
87.0,9.312e+02,4.810e+02,1.200e+05,1.214e+05
88.5,1.505e+03,5.891e+02,1.083e+05,1.104e+05
90.1,2.106e+03,1.166e+03,9.562e+04,9.890e+04
91.6,1.970e+03,2.124e+03,9.381e+04,9.790e+04
93.2,2.132e+03,3.925e+03,1.163e+05,1.224e+05
94.7,2.521e+03,7.070e+03,1.456e+05,1.552e+05
96.3,2.900e+03,9.563e+03,1.629e+05,1.754e+05
97.8,2.622e+03,1.086e+04,1.633e+05,1.768e+05
99.4,1.908e+03,1.115e+04,1.494e+05,1.624e+05
100.9,1.689e+03,1.527e+04,1.512e+05,1.682e+05
102.5,1.377e+03,1.808e+04,1.556e+05,1.750e+05
104.0,1.033e+03,2.221e+04,1.480e+05,1.712e+05
105.6,7.194e+02,2.312e+04,1.565e+05,1.803e+05
107.1,5.291e+02,1.820e+04,1.663e+05,1.850e+05
108.7,6.318e+02,1.258e+04,1.717e+05,1.849e+05
110.2,8.419e+02,8.042e+03,1.750e+05,1.839e+05
111.8,7.817e+02,6.921e+03,1.651e+05,1.728e+05
113.4,7.013e+02,8.723e+03,1.469e+05,1.564e+05
114.9,8.014e+02,9.774e+03,1.374e+05,1.480e+05
116.5,7.689e+02,8.671e+03,1.281e+05,1.375e+05
