freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.113e+02,6.746e+02,4.571e+01,8.316e+02
1.6,1.492e+02,4.692e+02,1.988e+02,8.172e+02
3.1,1.158e+02,1.371e+02,2.137e+02,4.665e+02
4.7,1.272e+02,5.050e+02,2.225e+02,8.548e+02
6.2,1.191e+02,1.565e+03,2.373e+02,1.921e+03
7.8,1.170e+02,1.907e+03,2.184e+02,2.242e+03
9.3,1.265e+02,2.337e+03,2.326e+02,2.696e+03
10.9,1.282e+02,3.694e+03,2.460e+02,4.068e+03
12.4,1.232e+02,5.362e+03,2.326e+02,5.718e+03
14.0,1.327e+02,7.384e+03,2.233e+02,7.740e+03
15.5,1.294e+02,9.496e+03,2.294e+02,9.855e+03
17.1,1.357e+02,1.196e+04,2.518e+02,1.235e+04
18.6,1.503e+02,1.507e+04,2.700e+02,1.549e+04
20.2,1.648e+02,1.897e+04,2.532e+02,1.939e+04
21.7,2.155e+02,2.436e+04,2.463e+02,2.483e+04
23.3,2.410e+02,3.145e+04,2.432e+02,3.193e+04
24.8,2.831e+02,4.009e+04,2.452e+02,4.062e+04
26.4,3.297e+02,5.021e+04,2.408e+02,5.078e+04
27.9,4.392e+02,6.507e+04,2.425e+02,6.575e+04
29.5,6.925e+02,8.922e+04,2.589e+02,9.017e+04
31.0,1.245e+03,1.275e+05,2.697e+02,1.290e+05
32.6,2.151e+03,1.910e+05,3.283e+02,1.935e+05
34.1,4.488e+03,3.220e+05,4.476e+02,3.269e+05
35.7,2.218e+04,7.206e+05,1.669e+03,7.444e+05
37.2,1.123e+05,1.617e+06,9.323e+03,1.739e+06
38.8,1.910e+05,1.964e+06,1.665e+04,2.172e+06
40.3,1.549e+05,1.432e+06,1.315e+04,1.600e+06
41.9,1.032e+05,1.047e+06,4.679e+03,1.155e+06
43.5,7.869e+04,8.458e+05,2.125e+03,9.266e+05
45.0,6.624e+04,6.897e+05,1.941e+03,7.578e+05
46.6,5.930e+04,5.861e+05,1.678e+03,6.471e+05
48.1,5.490e+04,4.934e+05,1.548e+03,5.498e+05
49.7,5.234e+04,4.232e+05,1.827e+03,4.774e+05
51.2,5.439e+04,3.753e+05,2.311e+03,4.320e+05
52.8,6.247e+04,3.329e+05,2.722e+03,3.981e+05
54.3,7.882e+04,3.023e+05,3.073e+03,3.842e+05
55.9,9.995e+04,2.708e+05,3.402e+03,3.741e+05
57.4,1.223e+05,2.343e+05,3.997e+03,3.606e+05
59.0,1.299e+05,1.854e+05,5.274e+03,3.205e+05
60.5,1.261e+05,1.462e+05,9.826e+03,2.820e+05
62.1,1.210e+05,1.251e+05,1.718e+04,2.634e+05
63.6,1.128e+05,1.111e+05,2.001e+04,2.439e+05
65.2,1.087e+05,9.640e+04,1.537e+04,2.205e+05
66.7,1.118e+05,8.278e+04,9.097e+03,2.037e+05
68.3,1.217e+05,7.081e+04,9.214e+03,2.017e+05
69.8,1.143e+05,5.390e+04,5.566e+03,1.737e+05
71.4,9.517e+04,4.262e+04,3.599e+03,1.414e+05
72.9,7.764e+04,4.172e+04,3.410e+03,1.228e+05
74.5,7.087e+04,4.761e+04,2.912e+03,1.214e+05
76.0,6.889e+04,4.728e+04,2.572e+03,1.187e+05
77.6,6.648e+04,3.835e+04,2.545e+03,1.074e+05
79.1,6.098e+04,3.223e+04,3.692e+03,9.690e+04
80.7,5.097e+04,3.355e+04,6.247e+03,9.077e+04
82.2,3.766e+04,3.809e+04,7.870e+03,8.362e+04
83.8,2.837e+04,3.750e+04,5.558e+03,7.142e+04
85.4,2.240e+04,3.471e+04,2.586e+03,5.969e+04
86.9,1.765e+04,3.314e+04,1.677e+03,5.246e+04
88.5,1.352e+04,3.447e+04,1.736e+03,4.972e+04
90.0,1.034e+04,3.418e+04,1.767e+03,4.629e+04
91.6,8.715e+03,2.989e+04,1.965e+03,4.057e+04
93.1,7.882e+03,2.440e+04,2.250e+03,3.453e+04
94.7,6.927e+03,2.001e+04,2.545e+03,2.949e+04
96.2,5.385e+03,1.743e+04,1.946e+03,2.476e+04
97.8,4.103e+03,1.329e+04,1.559e+03,1.895e+04
99.3,3.458e+03,9.528e+03,1.528e+03,1.451e+04
100.9,2.817e+03,7.559e+03,1.471e+03,1.185e+04
102.4,2.010e+03,5.677e+03,1.516e+03,9.202e+03
104.0,1.761e+03,3.421e+03,1.407e+03,6.589e+03
105.5,2.171e+03,2.225e+03,1.029e+03,5.425e+03
107.1,2.490e+03,2.034e+03,9.769e+02,5.501e+03
108.6,2.523e+03,2.012e+03,1.666e+03,6.201e+03
110.2,2.467e+03,2.636e+03,2.133e+03,7.236e+03
111.7,2.037e+03,2.632e+03,2.242e+03,6.912e+03
113.3,2.062e+03,2.986e+03,3.677e+03,8.726e+03
114.8,2.270e+03,3.574e+03,5.174e+03,1.102e+04
116.4,2.124e+03,3.522e+03,5.205e+03,1.085e+04
117.9,2.138e+03,3.427e+03,5.099e+03,1.066e+04
119.5,1.985e+03,3.755e+03,4.851e+03,1.059e+04
121.0,1.853e+03,5.916e+03,4.958e+03,1.273e+04
122.6,2.205e+03,9.502e+03,4.890e+03,1.660e+04
124.1,2.214e+03,1.019e+04,5.748e+03,1.815e+04
125.7,2.235e+03,7.616e+03,6.197e+03,1.605e+04
127.3,2.452e+03,4.223e+03,5.485e+03,1.216e+04
128.8,2.503e+03,2.264e+03,4.139e+03,8.907e+03
130.4,2.417e+03,1.847e+03,3.332e+03,7.596e+03
131.9,2.032e+03,1.491e+03,2.499e+03,6.022e+03
133.5,8.875e+02,7.259e+02,1.138e+03,2.752e+03
135.0,2.691e+02,3.107e+02,4.134e+02,9.932e+02
136.6,1.928e+02,2.365e+02,3.122e+02,7.415e+02
138.1,1.976e+02,2.363e+02,2.609e+02,6.948e+02
139.7,1.825e+02,2.596e+02,2.616e+02,7.037e+02
141.2,1.758e+02,3.144e+02,2.772e+02,7.674e+02
142.8,1.759e+02,3.760e+02,3.318e+02,8.837e+02
144.3,2.055e+02,4.081e+02,4.461e+02,1.060e+03
145.9,2.050e+02,4.963e+02,7.713e+02,1.473e+03
147.4,3.194e+02,1.329e+03,2.796e+03,4.444e+03
149.0,7.173e+02,3.887e+03,1.130e+04,1.590e+04
150.5,1.127e+03,6.603e+03,2.136e+04,2.909e+04
152.1,1.488e+03,7.032e+03,2.603e+04,3.455e+04
153.6,1.447e+03,6.559e+03,2.730e+04,3.531e+04
155.2,1.392e+03,5.793e+03,2.675e+04,3.394e+04
156.7,1.565e+03,5.830e+03,2.745e+04,3.484e+04
158.3,1.277e+03,5.755e+03,2.640e+04,3.344e+04
159.8,1.070e+03,5.054e+03,2.308e+04,2.920e+04
161.4,8.200e+02,3.310e+03,1.621e+04,2.034e+04
162.9,4.417e+02,1.845e+03,7.519e+03,9.806e+03
164.5,3.161e+02,4.190e+03,2.851e+03,7.357e+03
166.0,4.066e+02,1.251e+04,5.031e+03,1.795e+04
167.6,1.090e+03,2.263e+04,9.550e+03,3.327e+04
169.2,3.350e+03,3.698e+04,1.329e+04,5.362e+04
170.7,2.813e+03,3.028e+04,9.873e+03,4.297e+04
172.3,1.119e+03,8.342e+03,4.769e+03,1.423e+04
173.8,4.392e+02,1.065e+03,2.436e+03,3.941e+03
175.4,3.093e+02,6.114e+02,1.601e+03,2.522e+03
176.9,2.642e+02,7.405e+02,1.037e+03,2.042e+03
178.5,2.237e+02,8.636e+02,7.510e+02,1.838e+03
180.0,2.302e+02,9.125e+02,8.331e+02,1.976e+03
181.6,3.083e+02,9.066e+02,1.406e+03,2.621e+03
183.1,3.486e+02,9.142e+02,1.913e+03,3.176e+03
184.7,4.738e+02,1.395e+03,4.685e+03,6.554e+03
186.2,1.291e+03,1.890e+03,1.147e+04,1.465e+04
187.8,2.075e+03,1.888e+03,1.633e+04,2.030e+04
189.3,1.677e+03,1.443e+03,1.384e+04,1.696e+04
190.9,1.565e+03,1.283e+03,1.299e+04,1.584e+04
192.4,1.480e+03,1.366e+03,1.331e+04,1.616e+04
194.0,1.753e+03,1.545e+03,1.531e+04,1.861e+04
195.5,1.981e+03,1.670e+03,1.676e+04,2.041e+04
197.1,2.415e+03,1.972e+03,1.838e+04,2.277e+04
198.6,2.773e+03,2.376e+03,1.970e+04,2.485e+04
