freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.437e+02,6.324e+02,1.761e+01,7.937e+02
1.6,9.245e+01,3.664e+02,3.234e+01,4.912e+02
3.1,1.890e+01,3.298e+01,2.946e+01,8.134e+01
4.7,1.931e+01,4.543e+02,3.475e+01,5.084e+02
6.2,2.035e+01,1.355e+03,5.040e+01,1.426e+03
7.8,1.998e+01,1.581e+03,3.818e+01,1.639e+03
9.3,4.305e+01,2.440e+03,3.311e+01,2.516e+03
10.9,1.467e+02,3.664e+03,3.255e+01,3.843e+03
12.5,6.032e+01,5.358e+03,3.106e+01,5.449e+03
14.0,2.413e+01,7.357e+03,3.169e+01,7.412e+03
15.6,2.450e+01,9.535e+03,3.345e+01,9.593e+03
17.1,2.508e+01,1.223e+04,3.188e+01,1.228e+04
18.7,2.904e+01,1.599e+04,3.414e+01,1.605e+04
20.2,4.412e+01,2.056e+04,4.063e+01,2.064e+04
21.8,7.142e+01,2.616e+04,4.683e+01,2.628e+04
23.4,1.072e+02,3.353e+04,5.597e+01,3.369e+04
24.9,1.875e+02,4.334e+04,6.429e+01,4.359e+04
26.5,3.602e+02,5.790e+04,7.087e+01,5.833e+04
28.0,7.217e+02,8.050e+04,8.631e+01,8.131e+04
29.6,1.435e+03,1.179e+05,1.247e+02,1.194e+05
31.1,3.016e+03,1.812e+05,2.009e+02,1.844e+05
32.7,7.225e+03,2.993e+05,4.695e+02,3.070e+05
34.3,2.829e+04,6.316e+05,3.037e+03,6.629e+05
35.8,1.255e+05,1.516e+06,1.781e+04,1.659e+06
37.4,2.538e+05,2.086e+06,3.627e+04,2.376e+06
38.9,2.638e+05,1.585e+06,3.182e+04,1.881e+06
40.5,2.415e+05,1.068e+06,2.163e+04,1.331e+06
42.0,2.150e+05,7.299e+05,1.508e+04,9.600e+05
43.6,1.753e+05,4.851e+05,8.856e+03,6.692e+05
45.2,1.487e+05,3.397e+05,3.643e+03,4.920e+05
46.7,1.543e+05,2.732e+05,1.124e+03,4.286e+05
48.3,1.676e+05,2.286e+05,2.326e+03,3.985e+05
49.8,1.794e+05,1.898e+05,8.643e+03,3.778e+05
51.4,1.948e+05,1.577e+05,2.080e+04,3.732e+05
52.9,2.276e+05,1.225e+05,3.127e+04,3.813e+05
54.5,2.771e+05,8.345e+04,2.916e+04,3.897e+05
56.1,2.903e+05,5.093e+04,1.883e+04,3.601e+05
57.6,2.373e+05,3.296e+04,1.219e+04,2.825e+05
59.2,1.766e+05,2.914e+04,1.261e+04,2.183e+05
60.7,1.393e+05,3.260e+04,1.640e+04,1.883e+05
62.3,1.141e+05,4.205e+04,1.640e+04,1.726e+05
63.8,9.313e+04,5.601e+04,1.499e+04,1.641e+05
65.4,7.353e+04,6.898e+04,1.247e+04,1.550e+05
67.0,5.615e+04,7.457e+04,8.729e+03,1.394e+05
68.5,4.563e+04,7.371e+04,5.162e+03,1.245e+05
70.1,4.177e+04,7.014e+04,2.870e+03,1.148e+05
71.6,3.761e+04,7.231e+04,2.416e+03,1.123e+05
73.2,3.170e+04,7.631e+04,3.120e+03,1.111e+05
74.7,2.810e+04,7.354e+04,3.378e+03,1.050e+05
76.3,2.632e+04,6.940e+04,2.945e+03,9.866e+04
77.9,2.250e+04,6.930e+04,2.069e+03,9.387e+04
79.4,1.952e+04,8.313e+04,2.568e+03,1.052e+05
81.0,1.821e+04,1.025e+05,3.631e+03,1.243e+05
82.5,1.453e+04,9.353e+04,4.632e+03,1.127e+05
84.1,1.213e+04,7.951e+04,4.679e+03,9.631e+04
85.6,1.049e+04,5.942e+04,5.091e+03,7.500e+04
87.2,8.503e+03,3.892e+04,6.695e+03,5.412e+04
88.8,7.341e+03,2.811e+04,7.289e+03,4.274e+04
90.3,5.759e+03,2.084e+04,5.195e+03,3.179e+04
91.9,3.823e+03,1.314e+04,3.931e+03,2.089e+04
93.4,2.633e+03,7.153e+03,3.621e+03,1.341e+04
95.0,2.249e+03,4.496e+03,3.441e+03,1.019e+04
96.5,2.807e+03,4.990e+03,3.316e+03,1.111e+04
98.1,3.704e+03,5.697e+03,2.921e+03,1.232e+04
99.7,3.178e+03,4.556e+03,2.300e+03,1.003e+04
