freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.338e+01,8.284e+02,1.284e+01,9.347e+02
1.5,7.179e+01,4.769e+02,3.971e+01,5.884e+02
3.1,3.022e+01,3.166e+01,4.169e+01,1.036e+02
4.6,3.258e+01,4.232e+02,4.271e+01,4.985e+02
6.2,2.688e+01,1.164e+03,4.478e+01,1.236e+03
7.7,2.480e+01,1.615e+03,4.050e+01,1.681e+03
9.3,2.394e+01,2.545e+03,3.848e+01,2.607e+03
10.8,2.502e+01,3.668e+03,4.221e+01,3.735e+03
12.3,2.491e+01,5.217e+03,4.418e+01,5.286e+03
13.9,2.603e+01,7.077e+03,4.156e+01,7.145e+03
15.4,2.623e+01,9.288e+03,3.786e+01,9.352e+03
17.0,2.741e+01,1.209e+04,3.804e+01,1.216e+04
18.5,4.316e+01,1.528e+04,3.828e+01,1.536e+04
20.1,5.876e+01,2.005e+04,3.993e+01,2.015e+04
21.6,5.551e+01,2.674e+04,3.752e+01,2.683e+04
23.2,8.136e+01,3.610e+04,4.028e+01,3.622e+04
24.7,1.420e+02,4.938e+04,3.885e+01,4.956e+04
26.2,2.760e+02,6.862e+04,3.723e+01,6.894e+04
27.8,5.929e+02,9.697e+04,3.759e+01,9.760e+04
29.3,1.306e+03,1.455e+05,4.665e+01,1.469e+05
30.9,3.324e+03,2.467e+05,8.697e+01,2.501e+05
32.4,9.868e+03,4.894e+05,2.809e+02,4.996e+05
34.0,3.900e+04,1.284e+06,8.872e+02,1.324e+06
35.5,9.923e+04,2.459e+06,1.209e+03,2.560e+06
37.0,1.374e+05,2.482e+06,9.421e+02,2.620e+06
38.6,1.416e+05,1.857e+06,1.441e+03,2.000e+06
40.1,1.103e+05,1.253e+06,2.273e+03,1.366e+06
41.7,8.218e+04,8.743e+05,3.261e+03,9.598e+05
43.2,6.410e+04,6.049e+05,2.898e+03,6.719e+05
44.8,6.034e+04,4.429e+05,2.034e+03,5.052e+05
46.3,8.745e+04,4.013e+05,1.828e+03,4.905e+05
47.9,1.057e+05,3.848e+05,2.015e+03,4.925e+05
