freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.252e+01,3.526e+01,9.546e+02,1.002e+03
1.6,2.210e+01,3.464e+01,5.547e+02,6.115e+02
3.1,1.929e+01,2.115e+01,4.275e+01,8.319e+01
4.7,1.953e+01,2.917e+01,4.159e+02,4.646e+02
6.2,2.175e+01,5.729e+01,1.210e+03,1.289e+03
7.8,2.356e+01,4.774e+01,1.829e+03,1.900e+03
9.3,5.763e+01,2.375e+01,2.731e+03,2.812e+03
10.9,1.490e+02,2.452e+01,3.801e+03,3.975e+03
12.5,5.817e+01,2.246e+01,5.074e+03,5.155e+03
14.0,2.373e+01,2.412e+01,6.645e+03,6.693e+03
15.6,2.493e+01,2.567e+01,8.554e+03,8.605e+03
17.1,2.413e+01,3.165e+01,1.079e+04,1.085e+04
18.7,2.294e+01,3.337e+01,1.309e+04,1.315e+04
20.2,2.390e+01,3.537e+01,1.559e+04,1.565e+04
21.8,2.671e+01,3.783e+01,1.898e+04,1.904e+04
23.4,3.223e+01,3.620e+01,2.311e+04,2.318e+04
24.9,3.177e+01,4.308e+01,2.769e+04,2.776e+04
26.5,2.614e+01,5.857e+01,3.305e+04,3.313e+04
28.0,2.840e+01,7.037e+01,3.974e+04,3.984e+04
29.6,3.623e+01,9.241e+01,4.789e+04,4.802e+04
31.1,5.209e+01,1.274e+02,5.868e+04,5.886e+04
32.7,7.673e+01,1.522e+02,7.313e+04,7.336e+04
34.3,1.205e+02,1.525e+02,9.260e+04,9.287e+04
35.8,2.042e+02,1.679e+02,1.156e+05,1.159e+05
37.4,3.142e+02,2.194e+02,1.489e+05,1.495e+05
38.9,5.035e+02,3.149e+02,1.941e+05,1.949e+05
40.5,9.734e+02,4.226e+02,2.701e+05,2.715e+05
42.0,2.874e+03,1.113e+03,4.201e+05,4.241e+05
43.6,8.291e+03,8.489e+03,6.903e+05,7.071e+05
45.2,1.193e+04,3.999e+04,1.314e+06,1.366e+06
46.7,6.777e+03,8.799e+04,2.572e+06,2.667e+06
48.3,1.013e+04,1.278e+05,4.090e+06,4.228e+06
49.8,1.618e+04,1.393e+05,4.764e+06,4.919e+06
51.4,1.457e+04,1.177e+05,3.919e+06,4.051e+06
52.9,1.195e+04,9.177e+04,2.742e+06,2.845e+06
54.5,9.412e+03,7.074e+04,1.821e+06,1.901e+06
56.1,5.200e+03,5.368e+04,1.242e+06,1.301e+06
57.6,1.459e+03,4.082e+04,8.932e+05,9.355e+05
59.2,3.278e+02,3.412e+04,6.893e+05,7.238e+05
60.7,4.288e+02,2.813e+04,5.563e+05,5.849e+05
62.3,6.863e+02,2.478e+04,4.504e+05,4.758e+05
63.8,8.611e+02,2.331e+04,3.644e+05,3.885e+05
65.4,1.414e+03,2.123e+04,2.930e+05,3.156e+05
67.0,1.582e+03,2.037e+04,2.383e+05,2.602e+05
68.5,1.152e+03,2.171e+04,2.054e+05,2.282e+05
70.1,1.177e+03,2.587e+04,1.813e+05,2.084e+05
71.6,1.098e+03,2.651e+04,1.565e+05,1.841e+05
73.2,1.023e+03,2.692e+04,1.370e+05,1.650e+05
74.7,8.357e+02,3.177e+04,1.256e+05,1.582e+05
76.3,3.497e+02,4.087e+04,1.182e+05,1.594e+05
77.9,2.391e+02,5.248e+04,1.121e+05,1.648e+05
79.4,2.686e+02,4.308e+04,9.807e+04,1.414e+05
81.0,5.011e+02,3.388e+04,8.106e+04,1.154e+05
82.5,9.291e+02,2.994e+04,7.021e+04,1.011e+05
84.1,1.351e+03,2.886e+04,6.554e+04,9.575e+04
85.6,1.620e+03,2.673e+04,6.390e+04,9.225e+04
87.2,2.454e+03,2.725e+04,7.416e+04,1.039e+05
88.8,3.929e+03,3.010e+04,8.872e+04,1.228e+05
90.3,4.547e+03,3.044e+04,8.696e+04,1.220e+05
91.9,3.962e+03,2.923e+04,7.441e+04,1.076e+05
93.4,3.769e+03,2.368e+04,6.798e+04,9.543e+04
95.0,4.906e+03,1.569e+04,6.804e+04,8.863e+04
96.5,6.978e+03,1.143e+04,7.508e+04,9.348e+04
98.1,9.161e+03,9.154e+03,1.016e+05,1.199e+05
99.7,1.385e+04,8.602e+03,1.664e+05,1.889e+05
101.2,1.842e+04,1.110e+04,2.447e+05,2.742e+05
102.8,2.096e+04,1.358e+04,2.977e+05,3.322e+05
104.3,2.111e+04,1.375e+04,2.985e+05,3.334e+05
105.9,2.051e+04,1.250e+04,2.782e+05,3.112e+05
107.4,2.157e+04,1.200e+04,2.757e+05,3.093e+05
109.0,2.306e+04,1.173e+04,2.727e+05,3.075e+05
110.6,2.481e+04,1.139e+04,2.694e+05,3.056e+05
112.1,2.538e+04,1.086e+04,2.676e+05,3.038e+05
113.7,2.511e+04,1.018e+04,2.613e+05,2.966e+05
115.2,2.471e+04,9.608e+03,2.561e+05,2.904e+05
116.8,2.547e+04,9.681e+03,2.604e+05,2.955e+05
118.4,2.800e+04,1.048e+04,2.782e+05,3.167e+05
119.9,3.058e+04,1.130e+04,2.947e+05,3.366e+05
121.5,3.296e+04,1.200e+04,3.075e+05,3.525e+05
123.0,3.580e+04,1.288e+04,3.242e+05,3.729e+05
124.6,3.893e+04,1.398e+04,3.431e+05,3.960e+05
126.1,4.327e+04,1.584e+04,3.712e+05,4.303e+05
127.7,4.962e+04,1.858e+04,4.121e+05,4.803e+05
129.3,5.845e+04,2.252e+04,4.665e+05,5.475e+05
130.8,7.167e+04,2.830e+04,5.434e+05,6.433e+05
132.4,6.433e+04,2.592e+04,4.689e+05,5.591e+05
133.9,1.606e+04,6.258e+03,1.099e+05,1.322e+05
135.5,4.696e+03,1.618e+03,2.444e+04,3.076e+04
137.0,4.904e+03,1.977e+03,2.400e+04,3.088e+04
138.6,4.640e+03,2.327e+03,2.402e+04,3.099e+04
140.2,6.742e+03,3.863e+03,3.541e+04,4.602e+04
141.7,8.179e+03,5.170e+03,4.198e+04,5.533e+04
143.3,8.215e+03,5.725e+03,4.049e+04,5.443e+04
144.8,8.868e+03,6.200e+03,3.922e+04,5.428e+04
146.4,1.014e+04,6.599e+03,3.808e+04,5.482e+04
147.9,1.350e+04,6.632e+03,4.061e+04,6.074e+04
149.5,2.545e+04,1.057e+04,5.793e+04,9.396e+04
151.1,1.363e+04,5.867e+03,3.019e+04,4.969e+04
152.6,1.328e+03,9.526e+02,5.206e+03,7.486e+03
154.2,1.285e+03,8.006e+02,5.807e+03,7.892e+03
155.7,1.503e+03,7.886e+02,6.659e+03,8.951e+03
157.3,2.205e+03,7.740e+02,9.459e+03,1.244e+04
158.8,2.762e+03,7.849e+02,1.234e+04,1.589e+04
160.4,3.254e+03,7.874e+02,1.349e+04,1.753e+04
162.0,3.411e+03,6.875e+02,1.257e+04,1.667e+04
163.5,3.069e+03,5.618e+02,1.008e+04,1.371e+04
165.1,2.955e+03,4.633e+02,8.650e+03,1.207e+04
166.6,3.080e+03,4.070e+02,8.043e+03,1.153e+04
168.2,2.745e+03,3.477e+02,6.890e+03,9.982e+03
169.7,2.370e+03,3.247e+02,6.014e+03,8.709e+03
171.3,2.179e+03,3.622e+02,5.268e+03,7.810e+03
172.9,2.294e+03,4.392e+02,5.087e+03,7.821e+03
174.4,2.144e+03,4.282e+02,4.655e+03,7.227e+03
176.0,1.997e+03,4.120e+02,4.307e+03,6.716e+03
177.5,1.893e+03,4.461e+02,4.052e+03,6.391e+03
179.1,1.785e+03,4.827e+02,4.144e+03,6.412e+03
180.6,1.998e+03,4.695e+02,5.202e+03,7.670e+03
182.2,1.970e+03,5.588e+02,5.069e+03,7.598e+03
183.8,1.965e+03,6.523e+02,4.700e+03,7.318e+03
185.3,2.013e+03,7.153e+02,4.452e+03,7.181e+03
186.9,2.253e+03,7.705e+02,4.286e+03,7.310e+03
188.4,3.373e+03,8.234e+02,4.207e+03,8.404e+03
190.0,3.198e+03,8.623e+02,4.026e+03,8.086e+03
191.5,1.794e+03,8.343e+02,3.938e+03,6.566e+03
193.1,1.444e+03,8.418e+02,3.901e+03,6.187e+03
194.7,1.483e+03,9.175e+02,3.952e+03,6.352e+03
196.2,1.510e+03,9.787e+02,3.710e+03,6.199e+03
197.8,1.613e+03,1.041e+03,3.763e+03,6.418e+03
199.3,1.724e+03,1.268e+03,4.157e+03,7.148e+03
