freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.630e+01,2.227e+01,4.860e+02,5.246e+02
1.6,7.510e+01,1.008e+02,4.356e+02,6.115e+02
3.1,9.288e+01,1.208e+02,2.154e+02,4.290e+02
4.7,9.632e+01,1.111e+02,5.382e+02,7.456e+02
6.2,8.740e+01,1.152e+02,1.476e+03,1.679e+03
7.8,8.887e+01,1.212e+02,2.035e+03,2.245e+03
9.3,1.092e+02,1.030e+02,2.767e+03,2.979e+03
10.9,1.834e+02,9.955e+01,3.883e+03,4.166e+03
12.5,1.186e+02,1.134e+02,5.099e+03,5.331e+03
14.0,1.069e+02,1.151e+02,6.310e+03,6.532e+03
15.6,1.090e+02,1.202e+02,7.823e+03,8.052e+03
17.1,1.079e+02,1.291e+02,9.658e+03,9.895e+03
18.7,9.763e+01,1.131e+02,1.157e+04,1.178e+04
20.2,9.737e+01,1.132e+02,1.373e+04,1.395e+04
21.8,1.071e+02,1.214e+02,1.564e+04,1.587e+04
23.4,1.058e+02,1.294e+02,1.770e+04,1.794e+04
24.9,1.036e+02,1.363e+02,1.998e+04,2.022e+04
26.5,9.665e+01,1.278e+02,2.280e+04,2.303e+04
28.0,9.507e+01,1.451e+02,2.659e+04,2.683e+04
29.6,9.038e+01,1.438e+02,3.081e+04,3.104e+04
31.1,9.878e+01,1.356e+02,3.585e+04,3.608e+04
32.7,1.074e+02,1.389e+02,4.206e+04,4.231e+04
34.3,1.135e+02,1.557e+02,4.868e+04,4.895e+04
35.8,1.158e+02,1.736e+02,5.684e+04,5.713e+04
37.4,1.271e+02,2.035e+02,6.675e+04,6.708e+04
38.9,1.304e+02,2.278e+02,7.863e+04,7.899e+04
40.5,1.383e+02,2.686e+02,9.394e+04,9.434e+04
42.0,1.523e+02,3.376e+02,1.118e+05,1.122e+05
43.6,1.439e+02,4.462e+02,1.379e+05,1.384e+05
45.2,1.349e+02,5.850e+02,1.714e+05,1.721e+05
46.7,1.404e+02,7.683e+02,2.172e+05,2.181e+05
48.3,1.890e+02,1.061e+03,2.888e+05,2.900e+05
49.8,3.991e+02,1.441e+03,4.131e+05,4.150e+05
51.4,7.273e+02,2.165e+03,6.425e+05,6.454e+05
52.9,1.836e+03,5.713e+03,1.174e+06,1.181e+06
54.5,5.006e+03,9.598e+03,2.006e+06,2.021e+06
56.1,6.754e+03,6.679e+03,2.345e+06,2.359e+06
57.6,9.433e+03,4.165e+03,2.058e+06,2.072e+06
59.2,1.353e+04,2.194e+03,1.582e+06,1.598e+06
60.7,1.418e+04,1.170e+03,1.165e+06,1.180e+06
62.3,1.167e+04,2.281e+03,8.580e+05,8.720e+05
63.8,8.036e+03,5.119e+03,6.234e+05,6.366e+05
65.4,4.744e+03,7.240e+03,4.231e+05,4.351e+05
67.0,3.255e+03,7.725e+03,2.995e+05,3.105e+05
68.5,2.824e+03,7.469e+03,2.328e+05,2.430e+05
70.1,7.754e+02,3.814e+03,1.818e+05,1.863e+05
71.6,1.440e+02,2.663e+03,1.407e+05,1.435e+05
73.2,1.552e+02,2.721e+03,1.076e+05,1.104e+05
74.7,1.947e+02,1.931e+03,7.878e+04,8.091e+04
76.3,2.896e+02,1.427e+03,5.613e+04,5.785e+04
77.9,3.772e+02,1.588e+03,4.248e+04,4.444e+04
79.4,4.582e+02,1.754e+03,3.483e+04,3.704e+04
