freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.279e+02,5.947e+02,1.645e+01,7.391e+02
1.5,8.921e+01,3.416e+02,3.865e+01,4.695e+02
3.0,1.949e+01,2.631e+01,3.818e+01,8.398e+01
4.5,2.148e+01,3.702e+02,3.654e+01,4.282e+02
6.1,2.134e+01,1.268e+03,3.740e+01,1.327e+03
7.6,2.155e+01,1.526e+03,4.049e+01,1.588e+03
9.1,2.466e+01,2.298e+03,4.310e+01,2.365e+03
10.6,2.205e+01,3.445e+03,4.591e+01,3.513e+03
12.1,2.220e+01,4.913e+03,4.891e+01,4.984e+03
13.6,2.515e+01,6.644e+03,4.341e+01,6.713e+03
15.1,2.705e+01,8.678e+03,4.355e+01,8.749e+03
16.7,3.037e+01,1.109e+04,4.924e+01,1.117e+04
18.2,3.707e+01,1.436e+04,5.207e+01,1.445e+04
19.7,4.246e+01,1.866e+04,5.682e+01,1.876e+04
21.2,6.661e+01,2.451e+04,5.565e+01,2.463e+04
22.7,1.164e+02,3.169e+04,5.826e+01,3.186e+04
24.2,1.969e+02,4.141e+04,6.001e+01,4.167e+04
25.7,3.172e+02,5.532e+04,7.677e+01,5.572e+04
27.3,5.605e+02,7.626e+04,9.383e+01,7.692e+04
28.8,1.220e+03,1.098e+05,1.121e+02,1.111e+05
30.3,3.137e+03,1.723e+05,1.358e+02,1.756e+05
31.8,9.932e+03,3.046e+05,1.788e+02,3.147e+05
33.3,4.173e+04,6.152e+05,4.765e+02,6.574e+05
34.8,1.229e+05,1.168e+06,1.022e+03,1.292e+06
36.3,2.304e+05,1.588e+06,1.731e+03,1.820e+06
37.9,3.147e+05,1.497e+06,3.560e+03,1.815e+06
39.4,2.924e+05,1.120e+06,7.140e+03,1.420e+06
40.9,2.474e+05,8.282e+05,1.187e+04,1.087e+06
42.4,1.998e+05,5.966e+05,1.515e+04,8.116e+05
43.9,1.695e+05,4.153e+05,1.309e+04,5.979e+05
45.4,1.548e+05,3.222e+05,1.357e+04,4.906e+05
46.9,1.359e+05,2.803e+05,1.434e+04,4.306e+05
48.5,1.187e+05,2.503e+05,1.366e+04,3.826e+05
50.0,1.150e+05,2.082e+05,1.446e+04,3.377e+05
51.5,1.175e+05,1.675e+05,1.397e+04,2.990e+05
53.0,1.229e+05,1.371e+05,1.065e+04,2.707e+05
54.5,1.254e+05,1.080e+05,5.317e+03,2.388e+05
56.0,1.113e+05,7.981e+04,2.271e+03,1.933e+05
57.5,8.331e+04,6.005e+04,1.046e+03,1.444e+05
59.1,5.926e+04,5.325e+04,1.013e+03,1.135e+05
60.6,4.737e+04,5.295e+04,7.859e+02,1.011e+05
62.1,4.762e+04,5.103e+04,8.383e+02,9.948e+04
63.6,5.032e+04,4.590e+04,1.915e+03,9.813e+04
65.1,4.610e+04,4.339e+04,3.706e+03,9.319e+04
66.6,4.516e+04,4.185e+04,6.460e+03,9.347e+04
68.1,4.513e+04,2.962e+04,1.038e+04,8.513e+04
69.6,3.849e+04,2.053e+04,1.137e+04,7.039e+04
71.2,3.027e+04,1.809e+04,8.785e+03,5.715e+04
72.7,2.473e+04,2.007e+04,6.788e+03,5.158e+04
74.2,1.885e+04,2.203e+04,9.582e+03,5.047e+04
