freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.009e+02,7.846e+02,1.807e+01,9.035e+02
1.5,9.051e+01,5.320e+02,4.006e+01,6.626e+02
3.1,4.599e+01,1.429e+02,4.650e+01,2.354e+02
4.6,4.852e+01,5.093e+02,4.821e+01,6.060e+02
6.2,4.497e+01,1.324e+03,4.318e+01,1.413e+03
7.7,4.266e+01,1.664e+03,4.278e+01,1.749e+03
9.2,4.362e+01,2.527e+03,4.734e+01,2.618e+03
10.8,4.690e+01,3.673e+03,4.633e+01,3.766e+03
12.3,4.317e+01,5.190e+03,4.718e+01,5.280e+03
13.9,3.872e+01,6.978e+03,4.471e+01,7.061e+03
15.4,3.331e+01,9.086e+03,4.221e+01,9.161e+03
17.0,3.232e+01,1.167e+04,4.353e+01,1.174e+04
18.5,3.244e+01,1.505e+04,4.401e+01,1.512e+04
20.0,3.736e+01,1.972e+04,4.664e+01,1.980e+04
21.6,4.788e+01,2.555e+04,4.631e+01,2.564e+04
23.1,7.597e+01,3.323e+04,4.371e+01,3.335e+04
24.7,1.389e+02,4.451e+04,4.631e+01,4.469e+04
26.2,2.547e+02,6.156e+04,4.807e+01,6.187e+04
27.7,4.972e+02,8.590e+04,4.823e+01,8.644e+04
29.3,1.134e+03,1.290e+05,5.232e+01,1.302e+05
30.8,3.087e+03,2.189e+05,6.333e+01,2.221e+05
32.4,1.084e+04,4.501e+05,1.188e+02,4.610e+05
33.9,4.079e+04,1.090e+06,4.668e+02,1.131e+06
35.4,1.139e+05,2.155e+06,1.706e+03,2.271e+06
37.0,1.696e+05,2.438e+06,3.747e+03,2.611e+06
38.5,1.655e+05,1.865e+06,5.354e+03,2.036e+06
40.1,1.494e+05,1.302e+06,6.933e+03,1.458e+06
41.6,1.307e+05,9.155e+05,1.096e+04,1.057e+06
43.1,1.072e+05,6.417e+05,1.588e+04,7.647e+05
44.7,9.505e+04,4.589e+05,1.832e+04,5.723e+05
46.2,9.891e+04,3.601e+05,2.202e+04,4.810e+05
47.8,9.594e+04,3.016e+05,2.414e+04,4.216e+05
49.3,8.737e+04,2.626e+05,1.974e+04,3.697e+05
50.9,9.486e+04,2.323e+05,1.416e+04,3.413e+05
52.4,1.126e+05,2.113e+05,8.815e+03,3.328e+05
53.9,1.252e+05,1.945e+05,4.813e+03,3.245e+05
55.5,1.434e+05,1.804e+05,2.551e+03,3.264e+05
57.0,1.459e+05,1.533e+05,1.568e+03,3.007e+05
58.6,1.255e+05,1.176e+05,1.800e+03,2.449e+05
60.1,1.069e+05,9.549e+04,2.362e+03,2.048e+05
61.6,9.786e+04,8.368e+04,2.991e+03,1.845e+05
63.2,9.002e+04,7.274e+04,4.118e+03,1.669e+05
64.7,7.951e+04,6.442e+04,6.271e+03,1.502e+05
66.3,7.139e+04,5.533e+04,8.586e+03,1.353e+05
67.8,6.288e+04,4.030e+04,9.985e+03,1.132e+05
69.3,5.359e+04,2.846e+04,1.015e+04,9.220e+04
70.9,4.338e+04,2.318e+04,1.101e+04,7.757e+04
72.4,3.151e+04,2.306e+04,1.288e+04,6.744e+04
74.0,2.209e+04,2.610e+04,1.415e+04,6.234e+04
75.5,1.609e+04,3.108e+04,1.456e+04,6.173e+04
77.0,1.207e+04,3.641e+04,1.684e+04,6.532e+04
78.6,9.124e+03,3.905e+04,2.139e+04,6.956e+04
80.1,7.417e+03,3.674e+04,2.638e+04,7.054e+04
81.7,6.325e+03,3.063e+04,3.028e+04,6.723e+04
83.2,5.931e+03,2.331e+04,3.419e+04,6.344e+04
84.8,7.514e+03,1.418e+04,3.366e+04,5.536e+04
86.3,1.018e+04,6.336e+03,3.089e+04,4.741e+04
87.8,1.324e+04,2.677e+03,3.202e+04,4.794e+04
89.4,1.417e+04,1.952e+03,3.019e+04,4.630e+04
90.9,1.316e+04,1.988e+03,2.731e+04,4.246e+04
92.5,1.088e+04,2.137e+03,2.165e+04,3.467e+04
94.0,9.467e+03,2.292e+03,1.570e+04,2.746e+04
95.5,9.235e+03,2.954e+03,2.020e+04,3.239e+04
97.1,9.047e+03,4.271e+03,2.332e+04,3.664e+04
98.6,8.673e+03,5.169e+03,1.691e+04,3.076e+04
100.2,7.673e+03,5.421e+03,1.220e+04,2.530e+04
101.7,7.900e+03,6.274e+03,1.332e+04,2.749e+04
103.2,7.152e+03,5.855e+03,1.270e+04,2.571e+04
104.8,5.695e+03,5.019e+03,9.635e+03,2.035e+04
106.3,4.723e+03,4.634e+03,7.073e+03,1.643e+04
107.9,4.683e+03,5.297e+03,5.640e+03,1.562e+04
109.4,5.230e+03,5.991e+03,5.937e+03,1.716e+04
110.9,4.744e+03,6.262e+03,5.346e+03,1.635e+04
112.5,4.345e+03,6.105e+03,4.724e+03,1.517e+04
114.0,4.265e+03,6.684e+03,4.950e+03,1.590e+04
115.6,4.277e+03,7.162e+03,4.675e+03,1.612e+04
117.1,4.349e+03,7.524e+03,4.435e+03,1.631e+04
118.7,4.432e+03,7.942e+03,4.340e+03,1.671e+04
120.2,4.589e+03,8.144e+03,4.234e+03,1.697e+04
121.7,4.766e+03,8.525e+03,4.119e+03,1.741e+04
123.3,4.899e+03,9.150e+03,4.084e+03,1.813e+04
124.8,5.107e+03,1.042e+04,4.264e+03,1.979e+04
126.4,5.491e+03,1.249e+04,4.733e+03,2.271e+04
127.9,6.143e+03,1.560e+04,5.622e+03,2.737e+04
129.4,6.926e+03,1.880e+04,6.662e+03,3.239e+04
131.0,7.500e+03,1.848e+04,7.577e+03,3.356e+04
132.5,5.329e+03,1.026e+04,5.291e+03,2.088e+04
134.1,1.168e+03,1.581e+03,9.627e+02,3.712e+03
135.6,4.392e+02,3.720e+02,3.683e+02,1.180e+03
137.1,4.253e+02,3.900e+02,5.367e+02,1.352e+03
138.7,4.353e+02,6.177e+02,8.514e+02,1.904e+03
140.2,3.789e+02,8.038e+02,1.257e+03,2.440e+03
141.8,3.080e+02,7.236e+02,1.422e+03,2.453e+03
143.3,2.676e+02,6.620e+02,1.264e+03,2.193e+03
144.9,2.371e+02,7.365e+02,1.035e+03,2.008e+03
146.4,2.227e+02,7.565e+02,7.822e+02,1.761e+03
147.9,2.213e+02,6.878e+02,5.556e+02,1.465e+03
149.5,2.563e+02,5.367e+02,4.736e+02,1.267e+03
151.0,2.538e+02,3.712e+02,4.665e+02,1.091e+03
152.6,2.265e+02,2.370e+02,5.324e+02,9.959e+02
154.1,2.321e+02,1.722e+02,5.901e+02,9.944e+02
155.6,6.209e+02,9.859e+02,1.197e+03,2.804e+03
157.2,5.998e+03,1.541e+04,8.741e+03,3.015e+04
158.7,7.170e+03,1.894e+04,1.005e+04,3.616e+04
160.3,8.563e+02,1.757e+03,1.756e+03,4.369e+03
161.8,2.736e+02,1.207e+02,1.076e+03,1.470e+03
163.3,3.164e+02,1.278e+02,1.250e+03,1.695e+03
164.9,3.698e+02,1.235e+02,1.416e+03,1.909e+03
166.4,3.787e+02,1.254e+02,1.492e+03,1.996e+03
168.0,3.244e+02,1.315e+02,1.362e+03,1.818e+03
169.5,3.170e+02,1.458e+02,1.361e+03,1.824e+03
171.0,4.005e+02,1.691e+02,1.884e+03,2.454e+03
172.6,5.521e+02,2.031e+02,2.777e+03,3.532e+03
174.1,7.051e+02,2.432e+02,3.398e+03,4.347e+03
175.7,8.198e+02,3.004e+02,3.811e+03,4.932e+03
177.2,8.396e+02,3.064e+02,3.677e+03,4.823e+03
178.8,7.686e+02,2.607e+02,3.358e+03,4.387e+03
180.3,7.377e+02,2.491e+02,3.195e+03,4.182e+03
181.8,7.093e+02,2.565e+02,3.165e+03,4.130e+03
183.4,6.610e+02,2.615e+02,3.025e+03,3.947e+03
184.9,6.735e+02,2.710e+02,2.861e+03,3.806e+03
